TAG,,PLCCP:1:O,"","AB:1734_IB8S:O:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,PLCCP:20:C,"","AB:1734_DO4:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,PLCCP:20:O,"","","PLCCP:O.Data[20]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,PLCCP:21:C,"","AB:1734_DO4:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,PLCCP:21:O,"","","PLCCP:O.Data[21]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,PLCCP:22:C,"","AB:1734_DO4:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,PLCCP:22:O,"","","PLCCP:O.Data[22]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,PLCCP:2:I,"","AB:1734_IB8S_Safety2:I:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,PLCCP:2:O,"","AB:1734_IB8S:O:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,PLCCP:3:I,"","AB:1734_IB8S_Safety2:I:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,PLCCP:3:O,"","AB:1734_IB8S:O:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,PLCCP:4:I,"","AB:1734_IB8S_Safety2:I:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,PLCCP:4:O,"","AB:1734_IB8S:O:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,PLCCP:5:I,"","AB:1734_OB8S_Safety1:I:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,PLCCP:5:O,"","AB:1734_OB8S:O:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,PLCCP:6:I,"","AB:1734_OB8S_Safety1:I:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,PLCCP:6:O,"","AB:1734_OB8S:O:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,PLCCP:7:C,"","AB:1734_IE2:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,PLCCP:7:I,"","AB:1734_IE2:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,PLCCP:8:C,"","AB:1734_IE2:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,PLCCP:8:I,"","AB:1734_IE2:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,PLCCP:9:C,"","AB:1734_OE2:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,PLCCP:9:I,"","AB:1734_OE2:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,PLCCP:9:O,"","AB:1734_OE2:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,PLCCP:I,"","AB:1734_23SLOT:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,PLCCP:O,"","AB:1734_23SLOT:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,DrafterGroup5:C,"","AB:ETHERNET_MODULE:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,DrafterGroup5:I,"","AB:ETHERNET_MODULE_INT_20Bytes:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,DrafterGroup5:O,"","AB:ETHERNET_MODULE_INT_20Bytes:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,BottomTakeoff:C,"","AB:ETHERNET_MODULE:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,BottomTakeoff:I,"","AB:ETHERNET_MODULE_INT_20Bytes:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,BottomTakeoff:O,"","AB:ETHERNET_MODULE_INT_20Bytes:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,RH1ExtendedApron:I,"","AB:PowerFlex525V_E_3DC2426F:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,RH1ExtendedApron:O,"","AB:PowerFlex525V_EENET_Drive:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,OB1RP:1:I,"","AB:1734_IB8S_Safety2:I:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,OB1RP:1:O,"","AB:1734_IB8S:O:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,OB1RP:2:I,"","AB:1734_IB8S_Safety2:I:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,OB1RP:2:O,"","AB:1734_IB8S:O:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,OB1RP:3:C,"","AB:1734_DO8_NoDiag:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,OB1RP:3:I,"","","OB1RP:I.Data[3]","(RADIX := Binary, ExternalAccess := Read/Write)"
ALIAS,,OB1RP:3:O,"","","OB1RP:O.Data[3]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,OB1RP:4:C,"","AB:1734_IE2:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,OB1RP:4:I,"","AB:1734_IE2:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,OB1RP:5:C,"","AB:1734_DI8:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,OB1RP:5:I,"","","OB1RP:I.Data[5]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,OB1RP:6:C,"","AB:1734_DI8:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,OB1RP:6:I,"","","OB1RP:I.Data[6]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,OB1RP:7:C,"","AB:1734_DO8_NoDiag:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,OB1RP:7:I,"","","OB1RP:I.Data[7]","(RADIX := Binary, ExternalAccess := Read/Write)"
ALIAS,,OB1RP:7:O,"","","OB1RP:O.Data[7]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,OB1RP:8:C,"","AB:1734_DO8_NoDiag:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,OB1RP:8:I,"","","OB1RP:I.Data[8]","(RADIX := Binary, ExternalAccess := Read/Write)"
ALIAS,,OB1RP:8:O,"","","OB1RP:O.Data[8]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,OB1RP:I,"","AB:1734_9SLOT:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,OB1RP:O,"","AB:1734_9SLOT:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,BO1ExtendedApron:I,"","AB:PowerFlex525V_E_3DC2426F:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,BO1ExtendedApron:O,"","AB:PowerFlex525V_EENET_Drive:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,TH6LiftApron:I,"","AB:PowerFlex525V_E_3DC2426F:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,TH6LiftApron:O,"","AB:PowerFlex525V_EENET_Drive:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,BottomTOFBelt:C,"","AB:ETHERNET_MODULE:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,BottomTOFBelt:I,"","AB:ETHERNET_MODULE_INT_20Bytes:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,BottomTOFBelt:O,"","AB:ETHERNET_MODULE_INT_20Bytes:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,FOFeedroll:I,"","AB:PowerFlex525V_E_3DC2426F:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,FOFeedroll:O,"","AB:PowerFlex525V_EENET_Drive:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,RH1LiftApron:I,"","AB:PowerFlex525V_E_3DC2426F:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,RH1LiftApron:O,"","AB:PowerFlex525V_EENET_Drive:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,BO1LoadApron:I,"","AB:PowerFlex525V_E_3DC2426F:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,BO1LoadApron:O,"","AB:PowerFlex525V_EENET_Drive:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,Apron:C,"","AB:ETHERNET_MODULE:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,Apron:I,"","AB:ETHERNET_MODULE_INT_20Bytes:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,Apron:O,"","AB:ETHERNET_MODULE_INT_20Bytes:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,B1BlendTransportFan:I,"","AB:PowerFlex525V_E_3DC2426F:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,B1BlendTransportFan:O,"","AB:PowerFlex525V_EENET_Drive:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,TopTakeoff:C,"","AB:ETHERNET_MODULE:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,TopTakeoff:I,"","AB:ETHERNET_MODULE_INT_20Bytes:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,TopTakeoff:O,"","AB:ETHERNET_MODULE_INT_20Bytes:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,RH1RP:1:I,"","AB:1734_IB8S_Safety2:I:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,RH1RP:1:O,"","AB:1734_IB8S:O:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,RH1RP:2:I,"","AB:1734_IB8S_Safety2:I:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,RH1RP:2:O,"","AB:1734_IB8S:O:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,RH1RP:3:C,"","AB:1734_DO8_NoDiag:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,RH1RP:3:I,"","","RH1RP:I.Data[3]","(RADIX := Binary, ExternalAccess := Read/Write)"
ALIAS,,RH1RP:3:O,"","","RH1RP:O.Data[3]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,RH1RP:4:C,"","AB:1734_DI8:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,RH1RP:4:I,"","","RH1RP:I.Data[4]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,RH1RP:5:C,"","AB:1734_DI8:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,RH1RP:5:I,"","","RH1RP:I.Data[5]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,RH1RP:6:C,"","AB:1734_DO8_NoDiag:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,RH1RP:6:I,"","","RH1RP:I.Data[6]","(RADIX := Binary, ExternalAccess := Read/Write)"
ALIAS,,RH1RP:6:O,"","","RH1RP:O.Data[6]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,RH1RP:7:C,"","AB:1734_DO4:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,RH1RP:7:O,"","","RH1RP:O.Data[7]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,RH1RP:I,"","AB:1734_8SLOT:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,RH1RP:O,"","AB:1734_8SLOT:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,TopScrambler:C,"","AB:ETHERNET_MODULE:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,TopScrambler:I,"","AB:ETHERNET_MODULE_INT_20Bytes:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,TopScrambler:O,"","AB:ETHERNET_MODULE_INT_20Bytes:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,RH2ExtendedApron:I,"","AB:PowerFlex525V_E_3DC2426F:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,RH2ExtendedApron:O,"","AB:PowerFlex525V_EENET_Drive:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,ScaleBelt:C,"","AB:ETHERNET_MODULE:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,ScaleBelt:I,"","AB:ETHERNET_MODULE_INT_20Bytes:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,ScaleBelt:O,"","AB:ETHERNET_MODULE_INT_20Bytes:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,BO4LiftApron:I,"","AB:PowerFlex525V_E_3DC2426F:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,BO4LiftApron:O,"","AB:PowerFlex525V_EENET_Drive:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,BottomDoffer:C,"","AB:ETHERNET_MODULE:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,BottomDoffer:I,"","AB:ETHERNET_MODULE_INT_20Bytes:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,BottomDoffer:O,"","AB:ETHERNET_MODULE_INT_20Bytes:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,DrafterGroup4:C,"","AB:ETHERNET_MODULE:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,DrafterGroup4:I,"","AB:ETHERNET_MODULE_INT_20Bytes:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,DrafterGroup4:O,"","AB:ETHERNET_MODULE_INT_20Bytes:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,TH7RP:1:I,"","AB:1734_IB8S_Safety2:I:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,TH7RP:1:O,"","AB:1734_IB8S:O:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,TH7RP:2:I,"","AB:1734_IB8S_Safety2:I:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,TH7RP:2:O,"","AB:1734_IB8S:O:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,TH7RP:3:C,"","AB:1734_DO8_NoDiag:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,TH7RP:3:I,"","","TH7RP:I.Data[3]","(RADIX := Binary, ExternalAccess := Read/Write)"
ALIAS,,TH7RP:3:O,"","","TH7RP:O.Data[3]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,TH7RP:4:C,"","AB:1734_IE2:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,TH7RP:4:I,"","AB:1734_IE2:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,TH7RP:5:C,"","AB:1734_DI8:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,TH7RP:5:I,"","","TH7RP:I.Data[5]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,TH7RP:6:C,"","AB:1734_DO8_NoDiag:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,TH7RP:6:I,"","","TH7RP:I.Data[6]","(RADIX := Binary, ExternalAccess := Read/Write)"
ALIAS,,TH7RP:6:O,"","","TH7RP:O.Data[6]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,TH7RP:I,"","AB:1734_7SLOT:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,TH7RP:O,"","AB:1734_7SLOT:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,TopDoffer:C,"","AB:ETHERNET_MODULE:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,TopDoffer:I,"","AB:ETHERNET_MODULE_INT_20Bytes:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,TopDoffer:O,"","AB:ETHERNET_MODULE_INT_20Bytes:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,BO3LiftApron:I,"","AB:PowerFlex525V_E_3DC2426F:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,BO3LiftApron:O,"","AB:PowerFlex525V_EENET_Drive:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,FS52ReserveSiloFeedroll:I,"","AB:PowerFlex525V_E_3DC2426F:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,FS52ReserveSiloFeedroll:O,"","AB:PowerFlex525V_EENET_Drive:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,TH7LiftApron:I,"","AB:PowerFlex525V_E_3DC2426F:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,TH7LiftApron:O,"","AB:PowerFlex525V_EENET_Drive:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,BO2ExtendedApron:I,"","AB:PowerFlex525V_E_3DC2426F:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,BO2ExtendedApron:O,"","AB:PowerFlex525V_EENET_Drive:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,OB4RP:1:I,"","AB:1734_IB8S_Safety2:I:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,OB4RP:1:O,"","AB:1734_IB8S:O:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,OB4RP:2:I,"","AB:1734_IB8S_Safety2:I:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,OB4RP:2:O,"","AB:1734_IB8S:O:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,OB4RP:3:C,"","AB:1734_DO8_NoDiag:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,OB4RP:3:I,"","","OB4RP:I.Data[3]","(RADIX := Binary, ExternalAccess := Read/Write)"
ALIAS,,OB4RP:3:O,"","","OB4RP:O.Data[3]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,OB4RP:4:C,"","AB:1734_IE2:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,OB4RP:4:I,"","AB:1734_IE2:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,OB4RP:5:C,"","AB:1734_DI8:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,OB4RP:5:I,"","","OB4RP:I.Data[5]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,OB4RP:6:C,"","AB:1734_DI8:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,OB4RP:6:I,"","","OB4RP:I.Data[6]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,OB4RP:7:C,"","AB:1734_DO8_NoDiag:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,OB4RP:7:I,"","","OB4RP:I.Data[7]","(RADIX := Binary, ExternalAccess := Read/Write)"
ALIAS,,OB4RP:7:O,"","","OB4RP:O.Data[7]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,OB4RP:8:C,"","AB:1734_DO8_NoDiag:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,OB4RP:8:I,"","","OB4RP:I.Data[8]","(RADIX := Binary, ExternalAccess := Read/Write)"
ALIAS,,OB4RP:8:O,"","","OB4RP:O.Data[8]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,OB4RP:I,"","AB:1734_9SLOT:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,OB4RP:O,"","AB:1734_9SLOT:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,DrafterGroup2:C,"","AB:ETHERNET_MODULE:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,DrafterGroup2:I,"","AB:ETHERNET_MODULE_INT_20Bytes:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,DrafterGroup2:O,"","AB:ETHERNET_MODULE_INT_20Bytes:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,RedLionDSP:C,"","AB:ETHERNET_MODULE:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,RedLionDSP:I,"","AB:ETHERNET_MODULE_INT_400Bytes:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,RedLionDSP:O,"","AB:ETHERNET_MODULE_INT_400Bytes:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,BottomScrambler:C,"","AB:ETHERNET_MODULE:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,BottomScrambler:I,"","AB:ETHERNET_MODULE_INT_20Bytes:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,BottomScrambler:O,"","AB:ETHERNET_MODULE_INT_20Bytes:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,CRP2:10:C,"","AB:1734_DI8:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,CRP2:10:I,"","","CRP2:I.Data[10]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,CRP2:11:C,"","AB:1734_DI8:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,CRP2:11:I,"","","CRP2:I.Data[11]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,CRP2:12:C,"","AB:1734_DI8:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,CRP2:12:I,"","","CRP2:I.Data[12]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,CRP2:13:C,"","AB:1734_DI8:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,CRP2:13:I,"","","CRP2:I.Data[13]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,CRP2:14:C,"","AB:1734_DI8:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,CRP2:14:I,"","","CRP2:I.Data[14]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,CRP2:15:C,"","AB:1734_DO8_NoDiag:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,CRP2:15:I,"","","CRP2:I.Data[15]","(RADIX := Binary, ExternalAccess := Read/Write)"
ALIAS,,CRP2:15:O,"","","CRP2:O.Data[15]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,CRP2:16:C,"","AB:1734_DO8_NoDiag:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,CRP2:16:I,"","","CRP2:I.Data[16]","(RADIX := Binary, ExternalAccess := Read/Write)"
ALIAS,,CRP2:16:O,"","","CRP2:O.Data[16]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,CRP2:1:I,"","AB:1734_IB8S_Safety2:I:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,CRP2:1:O,"","AB:1734_IB8S:O:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,CRP2:2:C,"","AB:1734_DO8_NoDiag:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,CRP2:2:I,"","","CRP2:I.Data[2]","(RADIX := Binary, ExternalAccess := Read/Write)"
ALIAS,,CRP2:2:O,"","","CRP2:O.Data[2]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,CRP2:3:C,"","AB:1734_DO8_NoDiag:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,CRP2:3:I,"","","CRP2:I.Data[3]","(RADIX := Binary, ExternalAccess := Read/Write)"
ALIAS,,CRP2:3:O,"","","CRP2:O.Data[3]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,CRP2:4:C,"","AB:1734_DO8_NoDiag:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,CRP2:4:I,"","","CRP2:I.Data[4]","(RADIX := Binary, ExternalAccess := Read/Write)"
ALIAS,,CRP2:4:O,"","","CRP2:O.Data[4]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,CRP2:5:C,"","AB:1734_DO8_NoDiag:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,CRP2:5:I,"","","CRP2:I.Data[5]","(RADIX := Binary, ExternalAccess := Read/Write)"
ALIAS,,CRP2:5:O,"","","CRP2:O.Data[5]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,CRP2:6:C,"","AB:1734_DO8_NoDiag:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,CRP2:6:I,"","","CRP2:I.Data[6]","(RADIX := Binary, ExternalAccess := Read/Write)"
ALIAS,,CRP2:6:O,"","","CRP2:O.Data[6]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,CRP2:7:C,"","AB:1734_IE2:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,CRP2:7:I,"","AB:1734_IE2:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,CRP2:8:C,"","AB:1734_DI8:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,CRP2:8:I,"","","CRP2:I.Data[8]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,CRP2:9:C,"","AB:1734_DI8:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,CRP2:9:I,"","","CRP2:I.Data[9]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,CRP2:I,"","AB:1734_17SLOT:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,CRP2:O,"","AB:1734_17SLOT:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,OB3RP:1:I,"","AB:1734_IB8S_Safety2:I:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,OB3RP:1:O,"","AB:1734_IB8S:O:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,OB3RP:2:I,"","AB:1734_IB8S_Safety2:I:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,OB3RP:2:O,"","AB:1734_IB8S:O:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,OB3RP:3:C,"","AB:1734_DO8_NoDiag:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,OB3RP:3:I,"","","OB3RP:I.Data[3]","(RADIX := Binary, ExternalAccess := Read/Write)"
ALIAS,,OB3RP:3:O,"","","OB3RP:O.Data[3]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,OB3RP:4:C,"","AB:1734_IE2:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,OB3RP:4:I,"","AB:1734_IE2:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,OB3RP:5:C,"","AB:1734_DI8:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,OB3RP:5:I,"","","OB3RP:I.Data[5]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,OB3RP:6:C,"","AB:1734_DI8:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,OB3RP:6:I,"","","OB3RP:I.Data[6]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,OB3RP:7:C,"","AB:1734_DO8_NoDiag:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,OB3RP:7:I,"","","OB3RP:I.Data[7]","(RADIX := Binary, ExternalAccess := Read/Write)"
ALIAS,,OB3RP:7:O,"","","OB3RP:O.Data[7]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,OB3RP:8:C,"","AB:1734_DO8_NoDiag:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,OB3RP:8:I,"","","OB3RP:I.Data[8]","(RADIX := Binary, ExternalAccess := Read/Write)"
ALIAS,,OB3RP:8:O,"","","OB3RP:O.Data[8]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,OB3RP:I,"","AB:1734_9SLOT:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
